image_path,video_id,label,category
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/635_642/frame_000411.jpg,mini_635_642,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/009_027/frame_000277.jpg,mini_009_027,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/066_062/frame_000104.jpg,mini_066_062,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/066_062/frame_000175.jpg,mini_066_062,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/272_396/frame_000220.jpg,mini_272_396,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/241_210/frame_000208.jpg,mini_241_210,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Deepfakes/506_478/frame_000163.jpg,mini_506_478,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/962_929/frame_000051.jpg,mini_962_929,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/FaceSwap/640_638/frame_000147.jpg,mini_640_638,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/Face2Face/981_985/frame_000142.jpg,mini_981_985,1.0,Celeb-synthesis
/home/utn/uzis83et/CV/deepfake_robustness/processed_faces/ffpp_c23/NeuralTextures/441_439/frame_000136.jpg,mini_441_439,1.0,Celeb-synthesis
